"","county","0","20","40","60","80","100"
"158","Idaho_Franklin",6.375896e+04,6.705529e+04,6.870618e+04,1.415140e+05,2.166099e+05,2.909750e+05
"159","Idaho_Fremont",2.196635e+05,2.310204e+05,2.367087e+05,6.838050e+05,1.094704e+06,1.337991e+06
"160","Idaho_Gem",1.051191e+05,1.105540e+05,1.132760e+05,1.211232e+05,1.389836e+05,1.778269e+05
"161","Idaho_Gooding",NA,NA,NA,NA,NA,NA
"162","Idaho_Idaho",5.393343e+06,5.672186e+06,5.811848e+06,7.116272e+06,8.716056e+06,1.192458e+07
"163","Idaho_Jefferson",NA,NA,NA,NA,NA,NA
"164","Idaho_Jerome",NA,NA,NA,NA,NA,NA
"165","Idaho_Kootenai",5.598404e+05,6.558061e+05,9.136905e+05,1.153231e+06,1.186299e+06,1.207691e+06
"166","Idaho_Latah",2.309265e+05,2.869820e+05,3.626027e+05,3.941101e+05,4.054109e+05,4.127217e+05
"167","Idaho_Lemhi",6.377005e+05,6.706705e+05,6.871834e+05,1.709052e+06,2.879185e+06,4.054589e+06
"168","Idaho_Lewis",5.189982e+00,5.189982e+00,5.189982e+00,5.189982e+00,5.189982e+00,5.189982e+00
"169","Idaho_Lincoln",NA,NA,NA,NA,NA,NA
"170","Idaho_Madison",1.729808e+04,1.819244e+04,1.863999e+04,8.342212e+04,1.722360e+05,2.211205e+05
"171","Idaho_Minidoka",NA,NA,NA,NA,NA,NA
"172","Idaho_Nez Perce",2.217701e+03,2.332461e+03,2.389889e+03,2.548226e+03,3.141446e+03,4.296630e+03
"173","Idaho_Oneida",2.561448e+04,2.693881e+04,2.760214e+04,8.650737e+04,1.711462e+05,2.624275e+05
"174","Idaho_Owyhee",NA,NA,NA,NA,NA,NA
"175","Idaho_Payette",NA,NA,NA,NA,NA,NA
"176","Idaho_Power",8.316386e+03,8.746377e+03,8.961453e+03,2.750303e+04,5.854956e+04,8.969680e+04
"177","Idaho_Shoshone",2.431017e+06,3.176544e+06,4.199249e+06,4.650569e+06,4.783918e+06,4.870187e+06
"178","Idaho_Teton",3.670299e+04,3.860063e+04,3.955114e+04,9.080942e+04,1.360818e+05,1.639610e+05
"179","Idaho_Twin Falls",2.018110e+04,2.122458e+04,2.174697e+04,6.568673e+04,1.050237e+05,1.439040e+05
"180","Idaho_Valley",2.105373e+06,2.323834e+06,2.780386e+06,3.391764e+06,3.527892e+06,3.591512e+06
"181","Idaho_Washington",1.984844e+05,2.087465e+05,2.138863e+05,2.489988e+05,2.997125e+05,2.725740e+07
"182","Montana_Beaverhead",2.247642e+05,2.363847e+05,2.422056e+05,8.609351e+05,1.560824e+06,1.800431e+06
"183","Montana_Big Horn",NA,NA,NA,NA,NA,NA
"184","Montana_Blaine",NA,NA,NA,NA,NA,NA
"185","Montana_Broadwater",8.804281e+04,9.205814e+04,9.404916e+04,2.532322e+05,2.985802e+05,3.720761e+05
"186","Montana_Carbon",5.544257e+04,5.726760e+04,5.841221e+04,5.922463e+04,5.992980e+04,6.046317e+04
